22,72
22.0421,71.9997
22.0842,71.999
22.1263,71.9978
22.1683,71.9961
22.2103,71.994
22.2523,71.9915
22.2943,71.9886
22.3363,71.9853
22.3783,71.9817
22.4202,71.9778
22.4622,71.9736
22.5041,71.9691
22.546,71.9643
22.5879,71.9594
22.6298,71.9542
22.6717,71.9488
22.7136,71.9432
22.7555,71.9375
22.7973,71.9317
22.8392,71.9257
22.8811,71.9197
22.9229,71.9137
22.9648,71.9076
23.0066,71.9014
23.0485,71.8953
23.0904,71.8892
23.1322,71.8832
23.1741,71.8772
23.216,71.8713
23.2578,71.8655
23.2997,71.8599
23.3416,71.8544
23.3835,71.8492
23.4254,71.8441
23.4673,71.8392
23.5092,71.8346
23.5512,71.8302
23.5931,71.8261
23.6351,71.8224
23.677,71.8189
23.719,71.8159
23.761,71.8132
23.803,71.8109
23.8451,71.809
23.8871,71.8075
23.9292,71.8066
23.9713,71.8061
24.0134,71.8061
24.0556,71.8066
24.0977,71.8077
24.1399,71.8093
24.1821,71.8116
24.2244,71.8145
24.2666,71.818
24.3089,71.8221
24.3513,71.8269
24.3936,71.8325
24.436,71.8387
24.4784,71.8457
24.5208,71.8535
24.5633,71.8621
24.6058,71.8714
24.6484,71.8817
24.691,71.8927
24.7336,71.9046
24.7763,71.9175
24.819,71.9312
24.8617,71.9459
24.9045,71.9615
24.9473,71.9782
24.9902,71.9958
25.0329,72.0141
25.0749,72.0321
25.1162,72.0499
25.1569,72.0675
25.197,72.0849
25.2365,72.102
25.2754,72.119
25.3138,72.1359
25.3516,72.1526
25.389,72.1692
25.4259,72.1857
25.4623,72.2022
25.4982,72.2185
25.5338,72.2349
25.569,72.2512
25.6038,72.2676
25.6383,72.2839
25.6725,72.3003
25.7064,72.3168
25.74,72.3333
25.7734,72.35
25.8066,72.3667
25.8395,72.3836
25.8723,72.4007
25.905,72.4179
25.9375,72.4354
25.9699,72.453
26.0022,72.4709
26.0345,72.489
26.0668,72.5075
26.099,72.5262
26.1313,72.5452
26.1636,72.5645
26.1959,72.5842
26.2284,72.6043
26.261,72.6248
26.2936,72.6456
26.3265,72.6669
26.3595,72.6887
26.3928,72.7109
26.4262,72.7336
26.4599,72.7568
26.4939,72.7805
26.5282,72.8047
26.5628,72.8296
26.5978,72.855
26.6331,72.881
26.6688,72.9076
26.7049,72.9349
26.7415,72.9628
26.7785,72.9914
26.8161,73.0207
26.8541,73.0507
26.8927,73.0815
26.9318,73.113
26.9715,73.1453
27.0118,73.1784
27.0527,73.2123
27.0943,73.247
