y,x
143,101
143,102
143,103
143,104
143,105
143,106
143,107
143,108
143,109
143,110
143,111
143,112
143,113
143,114
143,115
143,116
143,117
143,118
143,119
143,120
143,121
143,122
143,123
143,124
143,125
143,126
143,127
143,128
143,129
143,130
143,131
143,132
143,133
143,134
143,135
143,136
143,137
143,138
143,139
143,140
143,141
143,142
143,143
47.5,16
48.5,16
49.5,16
50.5,16
51.5,16
52.5,16
53.5,16
54.5,16
55.5,16
56.5,16
57.5,16
58.5,16
59.5,16
60.5,16
61.5,16
62.5,16
63.5,16
64.5,16
65.5,16
66.5,16
67.5,16
68.5,16
69.5,16
70.5,16
71.5,16
72.5,16
73.5,16
74.5,16
75.5,16
76.5,16
77.5,16
78.5,16
79.5,16
80.5,16
81.5,16
82.5,16
83.5,16
84.5,16
85.5,16
86.5,16
87.5,16
88.5,16
89.5,16
90.5,16
91.5,16
92.5,16
93.5,16
94.5,16
95.5,16
96.5,16
47.5,17
48.5,17
49.5,17
50.5,17
51.5,17
52.5,17
53.5,17
54.5,17
55.5,17
56.5,17
57.5,17
58.5,17
59.5,17
60.5,17
61.5,17
62.5,17
63.5,17
64.5,17
65.5,17
66.5,17
67.5,17
68.5,17
69.5,17
70.5,17
71.5,17
72.5,17
73.5,17
74.5,17
75.5,17
76.5,17
77.5,17
78.5,17
79.5,17
80.5,17
81.5,17
82.5,17
83.5,17
84.5,17
85.5,17
86.5,17
87.5,17
88.5,17
89.5,17
90.5,17
91.5,17
92.5,17
93.5,17
94.5,17
95.5,17
96.5,17
47.5,18
48.5,18
49.5,18
50.5,18
51.5,18
52.5,18
53.5,18
54.5,18
55.5,18
56.5,18
57.5,18
58.5,18
59.5,18
60.5,18
61.5,18
62.5,18
63.5,18
64.5,18
65.5,18
66.5,18
67.5,18
68.5,18
69.5,18
70.5,18
71.5,18
72.5,18
73.5,18
74.5,18
75.5,18
76.5,18
77.5,18
78.5,18
79.5,18
80.5,18
81.5,18
82.5,18
83.5,18
84.5,18
85.5,18
86.5,18
87.5,18
88.5,18
89.5,18
90.5,18
91.5,18
92.5,18
93.5,18
94.5,18
95.5,18
96.5,18
47.5,19
48.5,19
49.5,19
50.5,19
51.5,19
52.5,19
53.5,19
54.5,19
55.5,19
56.5,19
57.5,19
58.5,19
59.5,19
60.5,19
61.5,19
62.5,19
63.5,19
64.5,19
65.5,19
66.5,19
67.5,19
68.5,19
69.5,19
70.5,19
71.5,19
72.5,19
73.5,19
74.5,19
75.5,19
76.5,19
77.5,19
78.5,19
79.5,19
80.5,19
81.5,19
82.5,19
83.5,19
84.5,19
85.5,19
86.5,19
87.5,19
88.5,19
89.5,19
90.5,19
91.5,19
92.5,19
93.5,19
94.5,19
95.5,19
96.5,19
47.5,20
48.5,20
49.5,20
50.5,20
51.5,20
52.5,20
53.5,20
54.5,20
55.5,20
56.5,20
57.5,20
58.5,20
59.5,20
60.5,20
61.5,20
62.5,20
63.5,20
64.5,20
65.5,20
66.5,20
67.5,20
68.5,20
69.5,20
70.5,20
71.5,20
72.5,20
73.5,20
74.5,20
75.5,20
76.5,20
77.5,20
78.5,20
79.5,20
80.5,20
81.5,20
82.5,20
83.5,20
84.5,20
85.5,20
86.5,20
87.5,20
88.5,20
89.5,20
90.5,20
91.5,20
92.5,20
93.5,20
94.5,20
95.5,20
96.5,20
47.5,21
48.5,21
49.5,21
50.5,21
51.5,21
52.5,21
53.5,21
54.5,21
55.5,21
56.5,21
57.5,21
58.5,21
59.5,21
60.5,21
61.5,21
62.5,21
63.5,21
64.5,21
65.5,21
66.5,21
67.5,21
68.5,21
69.5,21
70.5,21
71.5,21
72.5,21
73.5,21
74.5,21
75.5,21
76.5,21
77.5,21
78.5,21
79.5,21
80.5,21
81.5,21
82.5,21
83.5,21
84.5,21
85.5,21
86.5,21
87.5,21
88.5,21
89.5,21
90.5,21
91.5,21
92.5,21
93.5,21
94.5,21
95.5,21
96.5,21
47.5,121
48.5,121
49.5,121
50.5,121
51.5,121
52.5,121
53.5,121
54.5,121
55.5,121
56.5,121
57.5,121
58.5,121
59.5,121
60.5,121
61.5,121
62.5,121
63.5,121
64.5,121
65.5,121
66.5,121
67.5,121
68.5,121
69.5,121
70.5,121
71.5,121
72.5,121
73.5,121
74.5,121
75.5,121
76.5,121
77.5,121
78.5,121
79.5,121
80.5,121
81.5,121
82.5,121
83.5,121
84.5,121
85.5,121
86.5,121
87.5,121
88.5,121
89.5,121
90.5,121
91.5,121
92.5,121
93.5,121
94.5,121
95.5,121
96.5,121
47.5,122
48.5,122
49.5,122
50.5,122
51.5,122
52.5,122
53.5,122
54.5,122
55.5,122
56.5,122
57.5,122
58.5,122
59.5,122
60.5,122
61.5,122
62.5,122
63.5,122
64.5,122
65.5,122
66.5,122
67.5,122
68.5,122
69.5,122
70.5,122
71.5,122
72.5,122
73.5,122
74.5,122
75.5,122
76.5,122
77.5,122
78.5,122
79.5,122
80.5,122
81.5,122
82.5,122
83.5,122
84.5,122
85.5,122
86.5,122
87.5,122
88.5,122
89.5,122
90.5,122
91.5,122
92.5,122
93.5,122
94.5,122
95.5,122
96.5,122
47.5,123
48.5,123
49.5,123
50.5,123
51.5,123
52.5,123
53.5,123
54.5,123
55.5,123
56.5,123
57.5,123
58.5,123
59.5,123
60.5,123
61.5,123
62.5,123
63.5,123
64.5,123
65.5,123
66.5,123
67.5,123
68.5,123
69.5,123
70.5,123
71.5,123
72.5,123
73.5,123
74.5,123
75.5,123
76.5,123
77.5,123
78.5,123
79.5,123
80.5,123
81.5,123
82.5,123
83.5,123
84.5,123
85.5,123
86.5,123
87.5,123
88.5,123
89.5,123
90.5,123
91.5,123
92.5,123
93.5,123
94.5,123
95.5,123
96.5,123
47.5,124
48.5,124
49.5,124
50.5,124
51.5,124
52.5,124
53.5,124
54.5,124
55.5,124
56.5,124
57.5,124
58.5,124
59.5,124
60.5,124
61.5,124
62.5,124
63.5,124
64.5,124
65.5,124
66.5,124
67.5,124
68.5,124
69.5,124
70.5,124
71.5,124
72.5,124
73.5,124
74.5,124
75.5,124
76.5,124
77.5,124
78.5,124
79.5,124
80.5,124
81.5,124
82.5,124
83.5,124
84.5,124
85.5,124
86.5,124
87.5,124
88.5,124
89.5,124
90.5,124
91.5,124
92.5,124
93.5,124
94.5,124
95.5,124
96.5,124
47.5,125
48.5,125
49.5,125
50.5,125
51.5,125
52.5,125
53.5,125
54.5,125
55.5,125
56.5,125
57.5,125
58.5,125
59.5,125
60.5,125
61.5,125
62.5,125
63.5,125
64.5,125
65.5,125
66.5,125
67.5,125
68.5,125
69.5,125
70.5,125
71.5,125
72.5,125
73.5,125
74.5,125
75.5,125
76.5,125
77.5,125
78.5,125
79.5,125
80.5,125
81.5,125
82.5,125
83.5,125
84.5,125
85.5,125
86.5,125
87.5,125
88.5,125
89.5,125
90.5,125
91.5,125
92.5,125
93.5,125
94.5,125
95.5,125
96.5,125
47.5,126
48.5,126
49.5,126
50.5,126
51.5,126
52.5,126
53.5,126
54.5,126
55.5,126
56.5,126
57.5,126
58.5,126
59.5,126
60.5,126
61.5,126
62.5,126
63.5,126
64.5,126
65.5,126
66.5,126
67.5,126
68.5,126
69.5,126
70.5,126
71.5,126
72.5,126
73.5,126
74.5,126
75.5,126
76.5,126
77.5,126
78.5,126
79.5,126
80.5,126
81.5,126
82.5,126
83.5,126
84.5,126
85.5,126
86.5,126
87.5,126
88.5,126
89.5,126
90.5,126
91.5,126
92.5,126
93.5,126
94.5,126
95.5,126
96.5,126
58.5,58.5
59.5,58.5
60.5,58.5
61.5,58.5
62.5,58.5
58.5,59.5
59.5,59.5
60.5,59.5
61.5,59.5
62.5,59.5
58.5,60.5
59.5,60.5
60.5,60.5
61.5,60.5
62.5,60.5
58.5,61.5
59.5,61.5
60.5,61.5
61.5,61.5
62.5,61.5
58.5,62.5
59.5,62.5
60.5,62.5
61.5,62.5
62.5,62.5
59.5,59.5
60.5,59.5
61.5,59.5
62.5,59.5
63.5,59.5
59.5,60.5
60.5,60.5
61.5,60.5
62.5,60.5
63.5,60.5
59.5,61.5
60.5,61.5
61.5,61.5
62.5,61.5
63.5,61.5
59.5,62.5
60.5,62.5
61.5,62.5
62.5,62.5
63.5,62.5
59.5,63.5
60.5,63.5
61.5,63.5
62.5,63.5
63.5,63.5
60.5,60.5
61.5,60.5
62.5,60.5
63.5,60.5
64.5,60.5
60.5,61.5
61.5,61.5
62.5,61.5
63.5,61.5
64.5,61.5
60.5,62.5
61.5,62.5
62.5,62.5
63.5,62.5
64.5,62.5
60.5,63.5
61.5,63.5
62.5,63.5
63.5,63.5
64.5,63.5
60.5,64.5
61.5,64.5
62.5,64.5
63.5,64.5
64.5,64.5
61.5,61.5
62.5,61.5
63.5,61.5
64.5,61.5
65.5,61.5
61.5,62.5
62.5,62.5
63.5,62.5
64.5,62.5
65.5,62.5
61.5,63.5
62.5,63.5
63.5,63.5
64.5,63.5
65.5,63.5
61.5,64.5
62.5,64.5
63.5,64.5
64.5,64.5
65.5,64.5
61.5,65.5
62.5,65.5
63.5,65.5
64.5,65.5
65.5,65.5
62.5,62.5
63.5,62.5
64.5,62.5
65.5,62.5
66.5,62.5
62.5,63.5
63.5,63.5
64.5,63.5
65.5,63.5
66.5,63.5
62.5,64.5
63.5,64.5
64.5,64.5
65.5,64.5
66.5,64.5
62.5,65.5
63.5,65.5
64.5,65.5
65.5,65.5
66.5,65.5
62.5,66.5
63.5,66.5
64.5,66.5
65.5,66.5
66.5,66.5
63.5,63.5
64.5,63.5
65.5,63.5
66.5,63.5
67.5,63.5
63.5,64.5
64.5,64.5
65.5,64.5
66.5,64.5
67.5,64.5
63.5,65.5
64.5,65.5
65.5,65.5
66.5,65.5
67.5,65.5
63.5,66.5
64.5,66.5
65.5,66.5
66.5,66.5
67.5,66.5
63.5,67.5
64.5,67.5
65.5,67.5
66.5,67.5
67.5,67.5
64.5,64.5
65.5,64.5
66.5,64.5
67.5,64.5
68.5,64.5
64.5,65.5
65.5,65.5
66.5,65.5
67.5,65.5
68.5,65.5
64.5,66.5
65.5,66.5
66.5,66.5
67.5,66.5
68.5,66.5
64.5,67.5
65.5,67.5
66.5,67.5
67.5,67.5
68.5,67.5
64.5,68.5
65.5,68.5
66.5,68.5
67.5,68.5
68.5,68.5
65.5,65.5
66.5,65.5
67.5,65.5
68.5,65.5
69.5,65.5
65.5,66.5
66.5,66.5
67.5,66.5
68.5,66.5
69.5,66.5
65.5,67.5
66.5,67.5
67.5,67.5
68.5,67.5
69.5,67.5
65.5,68.5
66.5,68.5
67.5,68.5
68.5,68.5
69.5,68.5
65.5,69.5
66.5,69.5
67.5,69.5
68.5,69.5
69.5,69.5
66.5,66.5
67.5,66.5
68.5,66.5
69.5,66.5
70.5,66.5
66.5,67.5
67.5,67.5
68.5,67.5
69.5,67.5
70.5,67.5
66.5,68.5
67.5,68.5
68.5,68.5
69.5,68.5
70.5,68.5
66.5,69.5
67.5,69.5
68.5,69.5
69.5,69.5
70.5,69.5
66.5,70.5
67.5,70.5
68.5,70.5
69.5,70.5
70.5,70.5
67.5,67.5
68.5,67.5
69.5,67.5
70.5,67.5
71.5,67.5
67.5,68.5
68.5,68.5
69.5,68.5
70.5,68.5
71.5,68.5
67.5,69.5
68.5,69.5
69.5,69.5
70.5,69.5
71.5,69.5
67.5,70.5
68.5,70.5
69.5,70.5
70.5,70.5
71.5,70.5
67.5,71.5
68.5,71.5
69.5,71.5
70.5,71.5
71.5,71.5
68.5,68.5
69.5,68.5
70.5,68.5
71.5,68.5
72.5,68.5
68.5,69.5
69.5,69.5
70.5,69.5
71.5,69.5
72.5,69.5
68.5,70.5
69.5,70.5
70.5,70.5
71.5,70.5
72.5,70.5
68.5,71.5
69.5,71.5
70.5,71.5
71.5,71.5
72.5,71.5
68.5,72.5
69.5,72.5
70.5,72.5
71.5,72.5
72.5,72.5
69.5,69.5
70.5,69.5
71.5,69.5
72.5,69.5
73.5,69.5
69.5,70.5
70.5,70.5
71.5,70.5
72.5,70.5
73.5,70.5
69.5,71.5
70.5,71.5
71.5,71.5
72.5,71.5
73.5,71.5
69.5,72.5
70.5,72.5
71.5,72.5
72.5,72.5
73.5,72.5
69.5,73.5
70.5,73.5
71.5,73.5
72.5,73.5
73.5,73.5
70.5,70.5
71.5,70.5
72.5,70.5
73.5,70.5
74.5,70.5
70.5,71.5
71.5,71.5
72.5,71.5
73.5,71.5
74.5,71.5
70.5,72.5
71.5,72.5
72.5,72.5
73.5,72.5
74.5,72.5
70.5,73.5
71.5,73.5
72.5,73.5
73.5,73.5
74.5,73.5
70.5,74.5
71.5,74.5
72.5,74.5
73.5,74.5
74.5,74.5
71.5,71.5
72.5,71.5
73.5,71.5
74.5,71.5
75.5,71.5
71.5,72.5
72.5,72.5
73.5,72.5
74.5,72.5
75.5,72.5
71.5,73.5
72.5,73.5
73.5,73.5
74.5,73.5
75.5,73.5
71.5,74.5
72.5,74.5
73.5,74.5
74.5,74.5
75.5,74.5
71.5,75.5
72.5,75.5
73.5,75.5
74.5,75.5
75.5,75.5
72.5,72.5
73.5,72.5
74.5,72.5
75.5,72.5
76.5,72.5
72.5,73.5
73.5,73.5
74.5,73.5
75.5,73.5
76.5,73.5
72.5,74.5
73.5,74.5
74.5,74.5
75.5,74.5
76.5,74.5
72.5,75.5
73.5,75.5
74.5,75.5
75.5,75.5
76.5,75.5
72.5,76.5
73.5,76.5
74.5,76.5
75.5,76.5
76.5,76.5
73.5,73.5
74.5,73.5
75.5,73.5
76.5,73.5
77.5,73.5
73.5,74.5
74.5,74.5
75.5,74.5
76.5,74.5
77.5,74.5
73.5,75.5
74.5,75.5
75.5,75.5
76.5,75.5
77.5,75.5
73.5,76.5
74.5,76.5
75.5,76.5
76.5,76.5
77.5,76.5
73.5,77.5
74.5,77.5
75.5,77.5
76.5,77.5
77.5,77.5
74.5,74.5
75.5,74.5
76.5,74.5
77.5,74.5
78.5,74.5
74.5,75.5
75.5,75.5
76.5,75.5
77.5,75.5
78.5,75.5
74.5,76.5
75.5,76.5
76.5,76.5
77.5,76.5
78.5,76.5
74.5,77.5
75.5,77.5
76.5,77.5
77.5,77.5
78.5,77.5
74.5,78.5
75.5,78.5
76.5,78.5
77.5,78.5
78.5,78.5
75.5,75.5
76.5,75.5
77.5,75.5
78.5,75.5
79.5,75.5
75.5,76.5
76.5,76.5
77.5,76.5
78.5,76.5
79.5,76.5
75.5,77.5
76.5,77.5
77.5,77.5
78.5,77.5
79.5,77.5
75.5,78.5
76.5,78.5
77.5,78.5
78.5,78.5
79.5,78.5
75.5,79.5
76.5,79.5
77.5,79.5
78.5,79.5
79.5,79.5
76.5,76.5
77.5,76.5
78.5,76.5
79.5,76.5
80.5,76.5
76.5,77.5
77.5,77.5
78.5,77.5
79.5,77.5
80.5,77.5
76.5,78.5
77.5,78.5
78.5,78.5
79.5,78.5
80.5,78.5
76.5,79.5
77.5,79.5
78.5,79.5
79.5,79.5
80.5,79.5
76.5,80.5
77.5,80.5
78.5,80.5
79.5,80.5
80.5,80.5
77.5,77.5
78.5,77.5
79.5,77.5
80.5,77.5
81.5,77.5
77.5,78.5
78.5,78.5
79.5,78.5
80.5,78.5
81.5,78.5
77.5,79.5
78.5,79.5
79.5,79.5
80.5,79.5
81.5,79.5
77.5,80.5
78.5,80.5
79.5,80.5
80.5,80.5
81.5,80.5
77.5,81.5
78.5,81.5
79.5,81.5
80.5,81.5
81.5,81.5
78.5,78.5
79.5,78.5
80.5,78.5
81.5,78.5
82.5,78.5
78.5,79.5
79.5,79.5
80.5,79.5
81.5,79.5
82.5,79.5
78.5,80.5
79.5,80.5
80.5,80.5
81.5,80.5
82.5,80.5
78.5,81.5
79.5,81.5
80.5,81.5
81.5,81.5
82.5,81.5
78.5,82.5
79.5,82.5
80.5,82.5
81.5,82.5
82.5,82.5
79.5,79.5
80.5,79.5
81.5,79.5
82.5,79.5
83.5,79.5
79.5,80.5
80.5,80.5
81.5,80.5
82.5,80.5
83.5,80.5
79.5,81.5
80.5,81.5
81.5,81.5
82.5,81.5
83.5,81.5
79.5,82.5
80.5,82.5
81.5,82.5
82.5,82.5
83.5,82.5
79.5,83.5
80.5,83.5
81.5,83.5
82.5,83.5
83.5,83.5
80.5,80.5
81.5,80.5
82.5,80.5
83.5,80.5
84.5,80.5
80.5,81.5
81.5,81.5
82.5,81.5
83.5,81.5
84.5,81.5
80.5,82.5
81.5,82.5
82.5,82.5
83.5,82.5
84.5,82.5
80.5,83.5
81.5,83.5
82.5,83.5
83.5,83.5
84.5,83.5
80.5,84.5
81.5,84.5
82.5,84.5
83.5,84.5
84.5,84.5
81.5,81.5
82.5,81.5
83.5,81.5
84.5,81.5
85.5,81.5
81.5,82.5
82.5,82.5
83.5,82.5
84.5,82.5
85.5,82.5
81.5,83.5
82.5,83.5
83.5,83.5
84.5,83.5
85.5,83.5
81.5,84.5
82.5,84.5
83.5,84.5
84.5,84.5
85.5,84.5
81.5,85.5
82.5,85.5
83.5,85.5
84.5,85.5
85.5,85.5
81.5,58.5
82.5,58.5
83.5,58.5
84.5,58.5
85.5,58.5
81.5,59.5
82.5,59.5
83.5,59.5
84.5,59.5
85.5,59.5
81.5,60.5
82.5,60.5
83.5,60.5
84.5,60.5
85.5,60.5
81.5,61.5
82.5,61.5
83.5,61.5
84.5,61.5
85.5,61.5
81.5,62.5
82.5,62.5
83.5,62.5
84.5,62.5
85.5,62.5
80.5,59.5
81.5,59.5
82.5,59.5
83.5,59.5
84.5,59.5
80.5,60.5
81.5,60.5
82.5,60.5
83.5,60.5
84.5,60.5
80.5,61.5
81.5,61.5
82.5,61.5
83.5,61.5
84.5,61.5
80.5,62.5
81.5,62.5
82.5,62.5
83.5,62.5
84.5,62.5
80.5,63.5
81.5,63.5
82.5,63.5
83.5,63.5
84.5,63.5
79.5,60.5
80.5,60.5
81.5,60.5
82.5,60.5
83.5,60.5
79.5,61.5
80.5,61.5
81.5,61.5
82.5,61.5
83.5,61.5
79.5,62.5
80.5,62.5
81.5,62.5
82.5,62.5
83.5,62.5
79.5,63.5
80.5,63.5
81.5,63.5
82.5,63.5
83.5,63.5
79.5,64.5
80.5,64.5
81.5,64.5
82.5,64.5
83.5,64.5
78.5,61.5
79.5,61.5
80.5,61.5
81.5,61.5
82.5,61.5
78.5,62.5
79.5,62.5
80.5,62.5
81.5,62.5
82.5,62.5
78.5,63.5
79.5,63.5
80.5,63.5
81.5,63.5
82.5,63.5
78.5,64.5
79.5,64.5
80.5,64.5
81.5,64.5
82.5,64.5
78.5,65.5
79.5,65.5
80.5,65.5
81.5,65.5
82.5,65.5
77.5,62.5
78.5,62.5
79.5,62.5
80.5,62.5
81.5,62.5
77.5,63.5
78.5,63.5
79.5,63.5
80.5,63.5
81.5,63.5
77.5,64.5
78.5,64.5
79.5,64.5
80.5,64.5
81.5,64.5
77.5,65.5
78.5,65.5
79.5,65.5
80.5,65.5
81.5,65.5
77.5,66.5
78.5,66.5
79.5,66.5
80.5,66.5
81.5,66.5
76.5,63.5
77.5,63.5
78.5,63.5
79.5,63.5
80.5,63.5
76.5,64.5
77.5,64.5
78.5,64.5
79.5,64.5
80.5,64.5
76.5,65.5
77.5,65.5
78.5,65.5
79.5,65.5
80.5,65.5
76.5,66.5
77.5,66.5
78.5,66.5
79.5,66.5
80.5,66.5
76.5,67.5
77.5,67.5
78.5,67.5
79.5,67.5
80.5,67.5
75.5,64.5
76.5,64.5
77.5,64.5
78.5,64.5
79.5,64.5
75.5,65.5
76.5,65.5
77.5,65.5
78.5,65.5
79.5,65.5
75.5,66.5
76.5,66.5
77.5,66.5
78.5,66.5
79.5,66.5
75.5,67.5
76.5,67.5
77.5,67.5
78.5,67.5
79.5,67.5
75.5,68.5
76.5,68.5
77.5,68.5
78.5,68.5
79.5,68.5
74.5,65.5
75.5,65.5
76.5,65.5
77.5,65.5
78.5,65.5
74.5,66.5
75.5,66.5
76.5,66.5
77.5,66.5
78.5,66.5
74.5,67.5
75.5,67.5
76.5,67.5
77.5,67.5
78.5,67.5
74.5,68.5
75.5,68.5
76.5,68.5
77.5,68.5
78.5,68.5
74.5,69.5
75.5,69.5
76.5,69.5
77.5,69.5
78.5,69.5
73.5,66.5
74.5,66.5
75.5,66.5
76.5,66.5
77.5,66.5
73.5,67.5
74.5,67.5
75.5,67.5
76.5,67.5
77.5,67.5
73.5,68.5
74.5,68.5
75.5,68.5
76.5,68.5
77.5,68.5
73.5,69.5
74.5,69.5
75.5,69.5
76.5,69.5
77.5,69.5
73.5,70.5
74.5,70.5
75.5,70.5
76.5,70.5
77.5,70.5
72.5,67.5
73.5,67.5
74.5,67.5
75.5,67.5
76.5,67.5
72.5,68.5
73.5,68.5
74.5,68.5
75.5,68.5
76.5,68.5
72.5,69.5
73.5,69.5
74.5,69.5
75.5,69.5
76.5,69.5
72.5,70.5
73.5,70.5
74.5,70.5
75.5,70.5
76.5,70.5
72.5,71.5
73.5,71.5
74.5,71.5
75.5,71.5
76.5,71.5
71.5,68.5
72.5,68.5
73.5,68.5
74.5,68.5
75.5,68.5
71.5,69.5
72.5,69.5
73.5,69.5
74.5,69.5
75.5,69.5
71.5,70.5
72.5,70.5
73.5,70.5
74.5,70.5
75.5,70.5
71.5,71.5
72.5,71.5
73.5,71.5
74.5,71.5
75.5,71.5
71.5,72.5
72.5,72.5
73.5,72.5
74.5,72.5
75.5,72.5
70.5,69.5
71.5,69.5
72.5,69.5
73.5,69.5
74.5,69.5
70.5,70.5
71.5,70.5
72.5,70.5
73.5,70.5
74.5,70.5
70.5,71.5
71.5,71.5
72.5,71.5
73.5,71.5
74.5,71.5
70.5,72.5
71.5,72.5
72.5,72.5
73.5,72.5
74.5,72.5
70.5,73.5
71.5,73.5
72.5,73.5
73.5,73.5
74.5,73.5
69.5,70.5
70.5,70.5
71.5,70.5
72.5,70.5
73.5,70.5
69.5,71.5
70.5,71.5
71.5,71.5
72.5,71.5
73.5,71.5
69.5,72.5
70.5,72.5
71.5,72.5
72.5,72.5
73.5,72.5
69.5,73.5
70.5,73.5
71.5,73.5
72.5,73.5
73.5,73.5
69.5,74.5
70.5,74.5
71.5,74.5
72.5,74.5
73.5,74.5
68.5,71.5
69.5,71.5
70.5,71.5
71.5,71.5
72.5,71.5
68.5,72.5
69.5,72.5
70.5,72.5
71.5,72.5
72.5,72.5
68.5,73.5
69.5,73.5
70.5,73.5
71.5,73.5
72.5,73.5
68.5,74.5
69.5,74.5
70.5,74.5
71.5,74.5
72.5,74.5
68.5,75.5
69.5,75.5
70.5,75.5
71.5,75.5
72.5,75.5
67.5,72.5
68.5,72.5
69.5,72.5
70.5,72.5
71.5,72.5
67.5,73.5
68.5,73.5
69.5,73.5
70.5,73.5
71.5,73.5
67.5,74.5
68.5,74.5
69.5,74.5
70.5,74.5
71.5,74.5
67.5,75.5
68.5,75.5
69.5,75.5
70.5,75.5
71.5,75.5
67.5,76.5
68.5,76.5
69.5,76.5
70.5,76.5
71.5,76.5
66.5,73.5
67.5,73.5
68.5,73.5
69.5,73.5
70.5,73.5
66.5,74.5
67.5,74.5
68.5,74.5
69.5,74.5
70.5,74.5
66.5,75.5
67.5,75.5
68.5,75.5
69.5,75.5
70.5,75.5
66.5,76.5
67.5,76.5
68.5,76.5
69.5,76.5
70.5,76.5
66.5,77.5
67.5,77.5
68.5,77.5
69.5,77.5
70.5,77.5
65.5,74.5
66.5,74.5
67.5,74.5
68.5,74.5
69.5,74.5
65.5,75.5
66.5,75.5
67.5,75.5
68.5,75.5
69.5,75.5
65.5,76.5
